River,Site,Year,Site_code,Latitude,Longitude,Drainage.area.sq.km,Transect,life_history,Tribe,species_code,TDMt_total,TAFDMt_total,TSMt_total,OSMt_total,ISMt_total,P_TDM_total,P_TAFDM_total,P_TSM_total,P_OSM_total,P_ISM_total,total_organic_B_total,total_organic_P_total,total_inorganic_B_total,total_inorganic_P_total,TDMt_m2,TAFDMt_m2,TSMt_m2,OSMt_m2,ISMt_m2,P_TDM_m2,P_TAFDM_m2,P_TSM_m2,P_OSM_m2,P_ISM_m2,total_organic_B_m2,total_organic_P_m2,total_inorganic_B_m2,total_inorganic_P_m2
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Periodic,Pleurobemini,EARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Equilibrium,Amblemini,APLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Equilibrium,Pleurobemini,REBE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Equilibrium,Quadrulini,QQUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Opportunistic,Lampsilini,TDON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Equilibrium,Quadrulini,MNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Periodic,Lampsilini,LLIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Periodic,Lampsilini,ELIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Opportunistic,Lampsilini,PFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Opportunistic,Lampsilini,LREC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Periodic,Lampsilini,OARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Opportunistic,Lampsilini,PINF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Equilibrium,Pleurobemini,PPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Opportunistic,Lampsilini,LTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Periodic,Alasmodontini,SSUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Opportunistic,Lampsilini,TPAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Opportunistic,Lampsilini,PPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Periodic,Lampsilini,HPER,0.00175356,0.001594471,0.018875236,0.001151389,0.017723847,0.00175356,0.001594471,0.018875236,0.001151389,0.017723847,0.00274586,0.00274586,0.017882935,0.017882935,0.00116904,0.001062981,0.012583491,0.000767593,0.011815898,0.00116904,0.001062981,0.012583491,0.000767593,0.011815898,0.001830573,0.001830573,0.011921957,0.011921957
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Periodic,Lampsilini,VVIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Periodic,Pleurobemini,ECRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Opportunistic,Lampsilini,TTRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,NA,Lampsilini,LAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_13,Periodic,Anodontini,LCOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,NA,Corbicula,CFLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Equilibrium,Pleurobemini,FCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Opportunistic,Lampsilini,LORN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Periodic,Lampsilini,OREF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Equilibrium,Pleurobemini,PDEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Equilibrium,Quadrulini,PKIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Periodic,Lampsilini,LSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Periodic,Lampsilini,MACU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Periodic,Lampsilini,OUNI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Equilibrium,Quadrulini,QVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Periodic,Pleurobemini,EARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Equilibrium,Amblemini,APLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Equilibrium,Pleurobemini,REBE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Equilibrium,Quadrulini,QQUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Opportunistic,Lampsilini,TDON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Equilibrium,Quadrulini,MNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Periodic,Lampsilini,LLIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Periodic,Lampsilini,ELIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Opportunistic,Lampsilini,PFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Opportunistic,Lampsilini,LREC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Periodic,Lampsilini,OARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Opportunistic,Lampsilini,PINF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Equilibrium,Pleurobemini,PPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Opportunistic,Lampsilini,LTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Periodic,Alasmodontini,SSUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Opportunistic,Lampsilini,TPAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Opportunistic,Lampsilini,PPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Periodic,Lampsilini,HPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Periodic,Lampsilini,VVIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Periodic,Pleurobemini,ECRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Opportunistic,Lampsilini,TTRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,NA,Lampsilini,LAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_5,Periodic,Anodontini,LCOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,NA,Corbicula,CFLU,0.021714097,0.016685473,0.81918951,0.023838415,0.795351095,0.009637165,0.007952257,0.424825927,0.012362434,0.412463492,0.040523887,0.020314692,0.80037972,0.4141484,0.012408055,0.009534556,0.468108291,0.013621951,0.45448634,0.005506951,0.004544147,0.242757672,0.007064248,0.235693424,0.023156507,0.011608395,0.45735984,0.236656229
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Equilibrium,Pleurobemini,FCER,0.79468511,0.683553699,31.9026334,1.665317463,30.23731593,0.060884271,0.050534174,2.167244794,0.113130178,2.054114616,2.348871162,0.163664352,30.34844734,2.064464714,0.454105777,0.390602114,18.23007623,0.951609979,17.27846625,0.034791012,0.028876671,1.238425597,0.064645816,1.173779781,1.342212093,0.093522487,17.34196991,1.179694122
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Opportunistic,Lampsilini,LORN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Periodic,Lampsilini,OREF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Equilibrium,Pleurobemini,PDEC,0.447036482,0.369821754,24.54762293,1.342754974,23.20486796,0.042633296,0.034849439,2.329062863,0.127399739,2.201663124,1.712576729,0.162249177,23.28208269,2.209446981,0.255449418,0.211326717,14.02721311,0.767288557,13.25992455,0.024361883,0.019913965,1.330893065,0.072799851,1.258093214,0.978615274,0.092713816,13.30404725,1.262541132
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Equilibrium,Quadrulini,PKIE,1.351357935,1.18492077,58.15295494,4.338210438,53.8147445,0.457384733,0.402975724,18.49067625,1.379404448,17.1112718,5.523131208,1.782380172,53.98118166,17.16568081,0.772204535,0.677097583,33.23025996,2.478977393,30.75128257,0.261362704,0.230271842,10.56610072,0.788231113,9.777869602,3.156074976,1.018502955,30.84638952,9.808960464
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Periodic,Lampsilini,LSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Periodic,Lampsilini,MACU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Periodic,Lampsilini,OUNI,0.038107832,0.026013512,1.058836975,0.063212567,0.995624407,0.030771276,0.021318328,0.89053261,0.053164797,0.837367813,0.089226079,0.074483124,1.007718728,0.846820762,0.021775904,0.014864864,0.6050497,0.036121467,0.568928233,0.017583586,0.012181901,0.508875777,0.030379884,0.478495893,0.050986331,0.042561785,0.575839273,0.483897578
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Equilibrium,Quadrulini,QVER,4.355637275,3.907442216,132.3112633,8.123911566,124.1873517,0.016095026,0.017531651,0.479479268,0.029440027,0.450039241,12.03135378,0.046971678,124.6355468,0.448602616,2.488935586,2.232824124,75.60643616,4.64223518,70.96420098,0.009197158,0.010018086,0.273988153,0.016822873,0.25716528,6.875059304,0.026840959,71.22031245,0.256344352
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Periodic,Pleurobemini,EARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Equilibrium,Amblemini,APLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Equilibrium,Pleurobemini,REBE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Equilibrium,Quadrulini,QQUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Opportunistic,Lampsilini,TDON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Equilibrium,Quadrulini,MNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Periodic,Lampsilini,LLIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Periodic,Lampsilini,ELIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Opportunistic,Lampsilini,PFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Opportunistic,Lampsilini,LREC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Periodic,Lampsilini,OARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Opportunistic,Lampsilini,PINF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Equilibrium,Pleurobemini,PPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Opportunistic,Lampsilini,LTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Periodic,Alasmodontini,SSUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Opportunistic,Lampsilini,TPAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Opportunistic,Lampsilini,PPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Periodic,Lampsilini,HPER,0.06116245,0.052140747,0.809805696,0.049398147,0.760407548,0.058072675,0.049359019,0.775440882,0.047301894,0.728138988,0.101538895,0.096660913,0.769429251,0.736852644,0.034949972,0.029794713,0.462746112,0.028227513,0.434518599,0.033184386,0.028205154,0.443109075,0.027029654,0.416079422,0.058022226,0.055234807,0.439673858,0.421058654
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Periodic,Lampsilini,VVIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Periodic,Pleurobemini,ECRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Opportunistic,Lampsilini,TTRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,NA,Lampsilini,LAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
LUBBUB,LUBBUB_1,2016,L1,33.19698,-88.090603,318.5685375,0-15_6,Periodic,Anodontini,LCOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
