"","Abundance","Mean.S","Norm.CI.Low","Norm.CI.High","2.5%","97.5%"
"101",101,7.03011552644115,5.56375261936367,8.49647843351863,5.69293591645045,8.6178587160475
"102",102,7.08243657157655,5.61162521115558,8.55324793199751,5.66711306820164,8.67907292615029
"103",103,7.07875580944454,5.65109197579338,8.50641964309569,5.77381219357577,8.5933642024832
"104",104,7.06555647075386,5.59083501546127,8.54027792604644,5.66158296347433,8.58059240630534
"105",105,7.0703454765938,5.63618594347951,8.5045050097081,5.7283087248471,8.52483570171601
"106",106,7.0316230587837,5.5967079110553,8.46653820651211,5.63410826406451,8.60815607498609
"107",107,7.13175369508184,5.6830104026088,8.58049698755487,5.73116431022911,8.55013471689482
"108",108,7.13970213386728,5.76777925540776,8.51162501232681,5.87793828945463,8.54170109089078
"109",109,7.10385873233121,5.66598361893146,8.54173384573095,5.73513996828941,8.54743492867424
"110",110,7.11750355277447,5.69760074073734,8.53740636481161,5.82412662743557,8.69996870880489
"111",111,7.15253084091591,5.72938888902352,8.57567279280831,5.79451020935168,8.66845553653708
"112",112,7.14535862854278,5.7242180766373,8.56649918044827,5.86420737219422,8.69478020538763
"113",113,7.14178546678941,5.75574606525598,8.52782486832284,5.79824284864513,8.53969131204381
"114",114,7.18550131516908,5.81863370971002,8.55236892062815,5.90318384950296,8.55726279958028
"115",115,7.14633685312134,5.7573488487471,8.53532485749557,5.8715189065183,8.58481650282898
"116",116,7.15274897290265,5.83488216871811,8.47061577708718,5.87386366923929,8.50353426866709
"117",117,7.16283233853873,5.84999155711751,8.47567311995994,5.91953300022435,8.53210958855144
"118",118,7.14313682042421,5.81164575548068,8.47462788536775,5.86365694282351,8.47099441661952
"119",119,7.20012121025434,5.87064752418867,8.52959489632001,5.942882952985,8.59138742430056
"120",120,7.19680602219167,5.81537348236096,8.57823856202238,5.96641859233214,8.79933902374951
"121",121,7.19602607778232,5.82140573471703,8.57064642084761,5.89476163468208,8.58172419544431
"122",122,7.20736916923649,5.84959752367677,8.5651408147962,5.85997910190671,8.65099189172701
"123",123,7.19742042013581,5.91298173101831,8.48185910925332,5.99050492819348,8.56500944909862
"124",124,7.21892115424462,5.90860797772603,8.52923433076321,5.99572562878267,8.5804982265364
"125",125,7.20969532926487,5.91291405544117,8.50647660308857,6.0243694177818,8.56349460872871
"126",126,7.24044800293634,5.97519303155864,8.50570297431404,6.06422699905591,8.56299819482583
"127",127,7.24413181750708,5.96999512125979,8.51826851375437,6.05547169067941,8.50658111138677
"128",128,7.25940508480509,5.99020602345309,8.52860414615709,6.05917638532264,8.55614007086878
"129",129,7.28240645047081,5.94862025915699,8.61619264178462,5.99943207609792,8.67268830278382
"130",130,7.25376632270229,5.98753673052886,8.51999591487571,6.00721294553185,8.61250887782542
"131",131,7.25268908006952,6.01951529908865,8.48586286105038,6.04798844396854,8.4434097370988
"132",132,7.2864973807175,5.9968024039943,8.57619235744071,6.01408539747121,8.65503420394389
"133",133,7.27792482992884,6.04006421929088,8.51578544056679,6.07146366958763,8.58558271611927
"134",134,7.28954034871585,6.07719728943585,8.50188340799585,6.14845136511706,8.53746369024082
"135",135,7.28386543843526,6.09885354901259,8.46887732785793,6.20393239337328,8.5653098466221
"136",136,7.25358420524113,6.01924867799056,8.4879197324917,6.10618429399368,8.50926600172954
"137",137,7.30027609121832,6.1447983687093,8.45575381372734,6.21920527528573,8.43927188474863
"138",138,7.32006215834476,6.12178905041406,8.51833526627547,6.14738603757482,8.53884654398104
"139",139,7.29644767597635,6.16437041891857,8.42852493303414,6.19625591283742,8.46866232721444
"140",140,7.28363947125949,6.06315110169536,8.50412784082361,6.10039184324877,8.55440157863712
"141",141,7.32273614448046,6.12837753970082,8.5170947492601,6.17050436594039,8.49821936575043
"142",142,7.34965811572922,6.20995446169623,8.48936176976221,6.28395467274416,8.55443796247591
"143",143,7.34451402064483,6.19994195104962,8.48908609024003,6.23934601100018,8.50717950745047
"144",144,7.3188674750781,6.13685462576252,8.50088032439368,6.17468012807756,8.57799935211055
"145",145,7.3103425289358,6.19227013304385,8.42841492482776,6.19218716420596,8.42531864076934
"146",146,7.3365485610209,6.23179823822674,8.44129888381506,6.30242875578957,8.45700235089553
"147",147,7.34719715007562,6.27175998333858,8.42263431681266,6.28779139354904,8.38866305621215
"148",148,7.32318888165442,6.19094604311908,8.45543172018975,6.28554837579309,8.53774271755477
"149",149,7.35409060661985,6.26965650262798,8.43852471061173,6.30659824186645,8.49743774044758
"150",150,7.34840953972753,6.29423776177309,8.40258131768198,6.39478463099895,8.47097319391048
"151",151,7.35069190221207,6.24990949611532,8.45147430830881,6.32163249224486,8.48238327771778
"152",152,7.36507162862,6.29142041906316,8.43872283817685,6.36135611587243,8.51906038420934
"153",153,7.33489164207955,6.29333252861792,8.37645075554117,6.34663835384128,8.38730734768624
"154",154,7.38134848826646,6.32142392181279,8.44127305472013,6.35480020443317,8.39106161082488
"155",155,7.3973854080203,6.36761312309382,8.42715769294678,6.41387360059432,8.43447095653065
"156",156,7.39808856462725,6.36703594067064,8.42914118858387,6.40329556509989,8.50825768747238
"157",157,7.39668221816696,6.36863752791111,8.42472690842282,6.44309892919917,8.50422905169037
"158",158,7.40183541749646,6.36389724669834,8.43977358829459,6.43980276998257,8.48071812869581
"159",159,7.39006684045517,6.38774268264642,8.39239099826391,6.44578755133071,8.39590637245
"160",160,7.38018258434797,6.32226806758872,8.43809710110722,6.3674425487467,8.4776227218652
"161",161,7.43292082612132,6.44031584850158,8.42552580374106,6.4553672302319,8.418022061337
"162",162,7.39575545162434,6.41096190253973,8.38054900070896,6.42983224201454,8.37966118304517
"163",163,7.39474143468069,6.37405680761137,8.41542606175001,6.41216910050593,8.49501453797655
"164",164,7.40829415234767,6.42186603750661,8.39472226718873,6.43447798861774,8.3682514220161
"165",165,7.44786856335996,6.43842914602879,8.45730798069114,6.44030380378449,8.49150383202982
"166",166,7.43745797399688,6.43469021192186,8.4402257360719,6.49086884238941,8.46174676749806
"167",167,7.41857709536274,6.43044080747095,8.40671338325452,6.43406391364374,8.4173928221821
"168",168,7.44083890326764,6.50052705660725,8.38115074992803,6.57150687628392,8.49852704139625
"169",169,7.47173136039988,6.51891579479591,8.42454692600385,6.54495005162672,8.4541475503646
"170",170,7.45716736061515,6.52859127460011,8.38574344663019,6.57673303944435,8.36520155188973
"171",171,7.46923512397048,6.53471559036072,8.40375465758024,6.57624127228149,8.45779049246342
"172",172,7.44694433344504,6.53983858015981,8.35405008673027,6.53504496966919,8.4029170425289
"173",173,7.47730622165708,6.55751391566507,8.39709852764909,6.57753025899034,8.39307610959061
"174",174,7.47226760170195,6.56573112650694,8.37880407689696,6.58253338000991,8.36334785025904
"175",175,7.46786441027375,6.54989411861854,8.38583470192895,6.54348513720667,8.38349303554093
"176",176,7.47020393224368,6.56447891961728,8.37592894487008,6.57521917360425,8.35202819103057
"177",177,7.46357497808153,6.58781257864521,8.33933737751786,6.62291813857242,8.36157968224222
"178",178,7.50103293470527,6.62118379350189,8.38088207590866,6.62071857345098,8.39952801447235
"179",179,7.49739188015989,6.61989646394455,8.37488729637523,6.65952310100021,8.40548962549224
"180",180,7.49551069973618,6.64683037162311,8.34419102784926,6.6828459822368,8.31903367451312
"181",181,7.51924712534173,6.68250090605328,8.35599334463017,6.68904599153443,8.37848522270881
"182",182,7.52540522925142,6.65376095802914,8.3970495004737,6.67351899797741,8.39537506065721
"183",183,7.50612030046566,6.70087694226243,8.3113636586689,6.70976087304316,8.26376306743623
"184",184,7.50997996015302,6.63834880517521,8.38161111513083,6.64616616365864,8.40751651836348
"185",185,7.49632865286507,6.65661585117746,8.33604145455269,6.63832906539524,8.34585940413018
"186",186,7.5036250029107,6.67465653797458,8.33259346784681,6.70520588562934,8.32671184629166
"187",187,7.53361541937951,6.72798449406895,8.33924634469006,6.70926020245937,8.32587615995561
"188",188,7.51808395605545,6.71538328521705,8.32078462689384,6.73593336609662,8.37956517891821
"189",189,7.50855731893512,6.71265065687294,8.3044639809973,6.73465888176817,8.30923455938779
"190",190,7.51517085282478,6.72668353071537,8.30365817493419,6.7486853041863,8.27130549478193
"191",191,7.53746838735982,6.74972868186666,8.32520809285298,6.72008629537723,8.28479374803329
"192",192,7.52808376579791,6.74137270961502,8.31479482198079,6.77972042820822,8.3697369328616
"193",193,7.54074160575818,6.76871834350542,8.31276486801093,6.79939126105985,8.30825698183266
"194",194,7.55179557494029,6.792698930176,8.31089221970459,6.81578417570402,8.31288795596006
"195",195,7.54804056038467,6.79164538045337,8.30443574031597,6.78531884945576,8.3286168873959
"196",196,7.55663090024996,6.80937914371273,8.30388265678718,6.80186821817739,8.27280804471611
"197",197,7.56117180436143,6.79983584356675,8.32250776515611,6.82725252642405,8.36041173958345
"198",198,7.54358731865749,6.79638921605817,8.29078542125681,6.77272232037809,8.287712997451
"199",199,7.55586439755074,6.8380465266749,8.27368226842658,6.81096839449876,8.23126784265788
"200",200,7.56894064384783,6.85511478022201,8.28276650747366,6.88244220845108,8.2963368046211
"201",201,7.54464638527018,6.84438003817734,8.24491273236302,6.8190828638957,8.23984740328809
"202",202,7.559086286241,6.8556857294944,8.2624868429876,6.86524201441748,8.24788509135277
"203",203,7.55407610656277,6.86560246604436,8.24254974708118,6.839656823565,8.19796657806218
"204",204,7.58031208091426,6.9065645618587,8.25405959996982,6.91372437286604,8.21446431597148
"205",205,7.58148476612044,6.89082119478725,8.27214833745363,6.85943633120566,8.25766699078491
"206",206,7.57683886168592,6.92126721499274,8.2324105083791,6.91204321289479,8.2403204655475
"207",207,7.58059453354534,6.92569375901241,8.23549530807827,6.92247511857351,8.22102393448174
"208",208,7.59527467626597,6.94540637900057,8.24514297353137,6.97435713845576,8.25082665675884
"209",209,7.58498669953528,6.97112331453576,8.1988500845348,7.00206079484366,8.19601114581226
"210",210,7.6036788000135,6.95045941110818,8.25689818891882,6.9540746129886,8.2037287581334
"211",211,7.59603286247749,6.99695760922746,8.19510811572752,6.99860576920936,8.16921985866316
"212",212,7.59682380540174,6.97943378054528,8.2142138302582,6.93545340381289,8.19935379155455
"213",213,7.61930333802421,7.00412655471043,8.23448012133799,6.98969603763289,8.20800410281116
"214",214,7.61209815383164,6.98928044670087,8.2349158609624,6.93653898958098,8.2249127963212
"215",215,7.60862256986628,7.04402086607917,8.17322427365338,7.01792135623108,8.17192618277775
"216",216,7.6080266505184,7.02319711325094,8.19285618778586,6.98462221739183,8.14740461002938
"217",217,7.61505228986899,7.05018378953093,8.17992079020705,7.04591232884896,8.14840689746751
"218",218,7.62123258053453,7.0700702700195,8.17239489104956,7.06979845693316,8.17129529766077
"219",219,7.62707987480038,7.09215849604152,8.16200125355925,7.08085812391542,8.13058685726992
"220",220,7.61251839390611,7.08381690442561,8.14121988338661,7.08334988302486,8.12665126364557
"221",221,7.64280267548303,7.1365523543205,8.14905299664557,7.13248768136747,8.14222091181593
"222",222,7.63557729202228,7.12383397896549,8.14732060507906,7.12500173586413,8.13980809972414
"223",223,7.63620458658856,7.13566839076167,8.13674078241546,7.11049651892599,8.11907280822414
"224",224,7.64977945184687,7.17071746283073,8.128841440863,7.15031774166014,8.0960974224513
"225",225,7.64460600684834,7.14731354592239,8.14189846777429,7.13057539773111,8.09618792752983
"226",226,7.63879448208512,7.16140150895729,8.11618745521296,7.14975227157487,8.06581264820599
"227",227,7.64749664101209,7.18113012717539,8.11386315484879,7.15745687194068,8.08788458449102
"228",228,7.64810493410144,7.1954581010521,8.10075176715078,7.19785130536618,8.07607543747768
"229",229,7.65549895599966,7.21147036511246,8.09952754688687,7.18573956745771,8.06124749319769
"230",230,7.66626622259279,7.24213447805174,8.09039796713384,7.21628307927257,8.04453075819356
"231",231,7.66725622480704,7.23485081581148,8.0996616338026,7.21276462189067,8.06355127111122
"232",232,7.66432253577007,7.236123370757,8.09252170078313,7.20367052833561,8.04610000399024
"233",233,7.67694109866387,7.28933483031816,8.06454736700957,7.26438713380825,8.04397064559235
"234",234,7.67953970675091,7.31108944213175,8.04798997137008,7.30128721648646,8.00968646242278
"235",235,7.67059413749285,7.29018246380039,8.05100581118531,7.27595556444317,8.02219282641094
"236",236,7.67905008092171,7.3304080217724,8.02769214007103,7.29149552441782,7.98704978333342
"237",237,7.68648495779136,7.34611312376675,8.02685679181596,7.32821636924138,7.98425181498599
"238",238,7.67822347706534,7.34532124666306,8.01112570746761,7.32188479889788,7.99532810613252
"239",239,7.68588094741375,7.37029580579761,8.00146608902988,7.33278279418904,7.95263723100249
"240",240,7.69840771693557,7.40757969346,7.98923574041113,7.38297856682405,7.95359952166194
"241",241,7.69042944822166,7.40909974979712,7.97175914664621,7.38723868306033,7.939263543408
"242",242,7.69451416157962,7.42335393390047,7.96567438925876,7.39550420573328,7.91897616919113
"243",243,7.69378852437689,7.44030622230593,7.94727082644785,7.40687935471761,7.90959652064497
"244",244,7.70503492172657,7.47318675365784,7.93688308979529,7.43905273555137,7.88993815023338
"245",245,7.7041515826499,7.49282634708204,7.91547681821775,7.46416799952893,7.8700565727078
"246",246,7.70191450563192,7.50894629667155,7.89488271459229,7.47594786872386,7.83570496699953
"247",247,7.70624780311159,7.54403429322282,7.86846131300036,7.50978735935488,7.81605017114018
"248",248,7.71241145928853,7.58135088544925,7.8434720331278,7.54029425781495,7.78233841992488
"249",249,7.71539023666057,7.62655177735709,7.80422869596405,7.5780703953463,7.74883195655174
"250",250,7.71553169561393,7.71553169561393,7.71553169561393,7.71553169561393,7.71553169561393
