"","Abundance","Mean.S","Norm.CI.Low","Norm.CI.High","2.5%","97.5%"
"52",52,4.423185792754,3.0915571874193,5.7548143980887,3.27341006655671,5.85345002823264
"53",53,4.42341542652429,3.10265377863573,5.74417707441285,3.23171393218591,5.84176102418207
"54",54,4.44302451207898,3.09962952664608,5.78641949751187,3.19002445617197,5.92682926829268
"55",55,4.43412069235081,3.08493691613352,5.7833044685681,3.24867426608907,5.92093277288219
"56",56,4.43195750709333,3.10289864787854,5.76101636630812,3.30105263157895,5.93995852056689
"57",57,4.45099241339743,3.12080634770053,5.78117847909432,3.25225225225225,5.87629620846056
"58",58,4.47038200734716,3.18998639340984,5.75077762128448,3.31755424063116,5.8
"59",59,4.46502972963535,3.18898296538991,5.74107649388079,3.30563629980692,5.83082077051926
"60",60,4.43856688634038,3.1895483085192,5.68758546416156,3.2845219576403,5.80645161290323
"61",61,4.52910968194053,3.27318429265825,5.78503507122282,3.37352674524025,5.91573926868045
"62",62,4.44446213824721,3.17581465706689,5.71310961942752,3.32511593787164,5.86020409114642
"63",63,4.4918832836484,3.29978526923463,5.68398129806216,3.38912229954394,5.82819383259912
"64",64,4.45278055720551,3.21196537575474,5.69359573865628,3.39003251449015,5.78572045901954
"65",65,4.49885237050407,3.23565947438901,5.76204526661914,3.35038282276693,5.9260829126746
"66",66,4.49482928022194,3.25455694500902,5.73510161543485,3.36578893012059,5.90324317139629
"67",67,4.45018017727814,3.24385398006269,5.65650637449358,3.32247868873952,5.76288686449149
"68",68,4.45878979832279,3.30563156351431,5.61194803313126,3.3998751835536,5.69493279815119
"69",69,4.45726169460095,3.27050632538289,5.64401706381902,3.44737717174986,5.79973537361518
"70",70,4.50487743992635,3.33100254945262,5.67875233040008,3.42609685168795,5.84760508615866
"71",71,4.46226689830742,3.34108420503242,5.58344959158242,3.45037645448323,5.67105692296937
"72",72,4.45348856429792,3.30153601075099,5.60544111784485,3.43755195250057,5.67177242888403
"73",73,4.47979629069352,3.34853874615906,5.61105383522798,3.40076579451181,5.74896230210793
"74",74,4.48528737480203,3.34444383672976,5.6261309128743,3.48789808917197,5.70476333682008
"75",75,4.46790106889771,3.29871128223985,5.63709085555557,3.44437010632492,5.68785131891536
"76",76,4.45401443899095,3.4157830687353,5.4922458092466,3.50474816122389,5.57610151066462
"77",77,4.49360101244288,3.35444222510375,5.63275979978202,3.51859007350678,5.67368421052632
"78",78,4.50409216460638,3.44021583162141,5.56796849759135,3.45662221706865,5.61280548526373
"79",79,4.47613030957354,3.42857260579757,5.52368801334951,3.48805629548246,5.59781322526871
"80",80,4.52649077410475,3.45871506726603,5.59426648094346,3.559510567297,5.67401080835947
"81",81,4.46542288403039,3.46729697592143,5.46354879213935,3.60266959365693,5.51854808316743
"82",82,4.51285732123087,3.4740838847991,5.55163075766264,3.55006477261082,5.6126878130217
"83",83,4.50416006433577,3.51882471227309,5.48949541639845,3.60491889063318,5.50679456434852
"84",84,4.49794343663923,3.43188356212493,5.56400331115352,3.52764860557769,5.69032258064516
"85",85,4.49923008812606,3.45121001480268,5.54725016144945,3.56086742237555,5.57936632356586
"86",86,4.50355318836798,3.47151142654551,5.53559495019046,3.58290139826422,5.61174582931678
"87",87,4.50837145730405,3.4664272353565,5.55031567925161,3.54138669583942,5.68713026621003
"88",88,4.52875001306356,3.53414014734686,5.52335987878027,3.62165514334042,5.59578118455223
"89",89,4.51462987454889,3.49895381392964,5.53030593516814,3.56320287899235,5.59117241829638
"90",90,4.51150984985878,3.5232538510496,5.49976584866796,3.62570227080908,5.5485175519587
"91",91,4.47748052274915,3.48972445650633,5.46523658899198,3.56762869500962,5.47377677031311
"92",92,4.51037823362451,3.53777575045089,5.48298071679814,3.59841053469734,5.58329783933943
"93",93,4.49034113602587,3.52839462208848,5.45228764996326,3.62938257626743,5.5552709839989
"94",94,4.5164015974477,3.54153166976498,5.49127152513042,3.59471944935072,5.49502487562189
"95",95,4.52480328632197,3.57051519195608,5.47909138068787,3.65229361769187,5.56120591405778
"96",96,4.53147743859499,3.61058398344774,5.45237089374225,3.69823434991974,5.49897092411528
"97",97,4.50923851797602,3.56207840740559,5.45639862854644,3.66194786371956,5.55775440529288
"98",98,4.51104167275481,3.58416864651835,5.43791469899127,3.64312349201904,5.53863898500577
"99",99,4.51582230954142,3.62283992352294,5.40880469555991,3.70247293303758,5.44802668148972
"100",100,4.52579401222771,3.59272606966608,5.45886195478934,3.66831134099139,5.53097345132743
"101",101,4.5305730653803,3.62969389892668,5.43145223183393,3.76552671062849,5.49341677952005
"102",102,4.5175346166048,3.633894475292,5.4011747579176,3.72876570822477,5.47003154574132
"103",103,4.53701638295604,3.65474225736018,5.41929050855189,3.71327072562093,5.44344404555508
"104",104,4.49391197101434,3.57513155955054,5.41269238247814,3.63923894931488,5.45161290322581
"105",105,4.52982796756125,3.63610556293723,5.42355037218527,3.7232160144569,5.53797687171698
"106",106,4.508127642451,3.66032575112495,5.35592953377706,3.7205298013245,5.43852855759923
"107",107,4.54005841779898,3.70910258942948,5.37101424616848,3.77723895066944,5.39818048678476
"108",108,4.52800294269504,3.66221040857876,5.39379547681131,3.73349584582721,5.48133191633835
"109",109,4.52274799101228,3.67830689381542,5.36718908820913,3.7751619880532,5.4079520427006
"110",110,4.53213745701765,3.71002017977083,5.35425473426447,3.79948173499898,5.46534485462395
"111",111,4.52283815999526,3.73176139928262,5.31391492070791,3.78746440427065,5.34140034167113
"112",112,4.50529406546487,3.7106521138435,5.29993601708624,3.81642983375987,5.34241908006814
"113",113,4.51175622333556,3.65071267557673,5.37279977109439,3.68078187810808,5.41392731156401
"114",114,4.50413303445712,3.70143959699715,5.30682647191709,3.80211241137868,5.3706932280745
"115",115,4.53756173049622,3.72574074177493,5.34938271921752,3.84553877058028,5.41353700085002
"116",116,4.52733288675064,3.72806940203788,5.32659637146341,3.80968562311049,5.3652312599681
"117",117,4.52982645643971,3.76907066784936,5.29058224503005,3.8289305171232,5.38301219032639
"118",118,4.51168318508342,3.72797198156512,5.29539438860171,3.80224194131157,5.39282333267283
"119",119,4.51938092691954,3.75271353864496,5.28604831519412,3.78697285495064,5.30971128608924
"120",120,4.52446528154226,3.73301685879493,5.31591370428959,3.80932267310303,5.38519072550486
"121",121,4.52265072202939,3.71024938584246,5.33505205821632,3.79388986629854,5.43719429550446
"122",122,4.53832362020144,3.7519856381214,5.32466160228148,3.80275932549821,5.36940836940837
"123",123,4.51597323783304,3.74072331382441,5.29122316184168,3.80206849132349,5.36299184686281
"124",124,4.52993035031618,3.78787460003547,5.27198610059689,3.85938933858868,5.31315336447517
"125",125,4.54270314038363,3.78928089467805,5.29612538608922,3.83996266744518,5.35286056868791
"126",126,4.53456464984495,3.7826675711971,5.28646172849281,3.83279234476005,5.33118426254901
"127",127,4.52410740195817,3.82264355177505,5.22557125214128,3.85579901981366,5.24870244118399
"128",128,4.5411141831717,3.82186458504772,5.26036378129567,3.83871051532351,5.26148466251591
"129",129,4.54373489359755,3.84989772315444,5.23757206404066,3.90845231781054,5.25466565028365
"130",130,4.54038229904468,3.78145378698777,5.2993108111016,3.8566424586147,5.37207179719187
"131",131,4.52813486376376,3.81678370528924,5.23948602223828,3.85380642263643,5.29178684814505
"132",132,4.52855399502705,3.81776584467332,5.23934214538078,3.85269593567598,5.30257616744866
"133",133,4.54129826150925,3.84238925558483,5.24020726743367,3.90046533376181,5.30420720891431
"134",134,4.55316867868138,3.86443288124659,5.24190447611617,3.91539467945922,5.25060015219761
"135",135,4.52616903531777,3.85722192116153,5.19511614947401,3.95079124214177,5.2536754107812
"136",136,4.5379194086997,3.85110062921563,5.22473818818377,3.91197218317039,5.26681540653831
"137",137,4.54657689360696,3.86577118124789,5.22738260596603,3.89471069596869,5.26214037972413
"138",138,4.54679931087656,3.87921907367893,5.2143795480742,3.92651704407886,5.28427552719201
"139",139,4.52659742485485,3.86683770127542,5.18635714843428,3.91644594492386,5.24599511267988
"140",140,4.52998649162734,3.86900238744939,5.19097059580529,3.9090156811327,5.24071181077129
"141",141,4.53108224901996,3.88359878635248,5.17856571168744,3.94073339940535,5.22517345148232
"142",142,4.50911296587018,3.87091688013416,5.1473090516062,3.91370605782731,5.17310855120053
"143",143,4.53829870496923,3.88525632242657,5.19134108751188,3.91050376621694,5.17571726490737
"144",144,4.54114766723142,3.92829309931713,5.15400223514572,3.94967668371233,5.1659836633597
"145",145,4.5512550741158,3.90416594422632,5.19834420400527,3.94217584117522,5.21330542806023
"146",146,4.53710345018877,3.91604383731081,5.15816306306673,3.95616226121953,5.20931608713867
"147",147,4.54180732495476,3.94099898129607,5.14261566861346,4.00377989314194,5.17828900071891
"148",148,4.52940200748375,3.9016591649904,5.1571448499771,3.93532159540065,5.1936631378255
"149",149,4.53666638124595,3.91394763657162,5.15938512592028,3.93690613697336,5.16452525383017
"150",150,4.53081317287925,3.89739702621987,5.16422931953864,3.92122690833043,5.1868416668741
"151",151,4.52775834587778,3.9128392385912,5.14267745316435,3.94269514027293,5.17176135311068
"152",152,4.52816915347523,3.95198092819842,5.10435737875204,3.96563710684667,5.10484112336936
"153",153,4.55127682946475,3.93827543267741,5.16427822625209,3.95465772164914,5.18931500775881
"154",154,4.55892222640219,3.9528758314819,5.16496862132247,3.97909458407486,5.19865410869348
"155",155,4.53892595590425,3.9520440932959,5.1258078185126,4.01413514584591,5.1590669601394
"156",156,4.51890460392477,3.95075622503738,5.08705298281217,3.99733905996129,5.12121212121212
"157",157,4.552010895981,3.97512310373826,5.12889868822375,3.9827112619163,5.13205428002
"158",158,4.55566902151825,4.01136915265027,5.09996889038624,4.04468532560078,5.11358291010194
"159",159,4.54341932465526,3.9747570961625,5.11208155314801,4.012156646963,5.14165437738058
"160",160,4.54119808866388,3.96689960514785,5.11549657217992,3.99875039050297,5.16363320933839
"161",161,4.52869971195017,3.97749312388627,5.07990630001407,4.01679808244386,5.11969188228323
"162",162,4.53810371964539,3.98036209217703,5.09584534711374,4.03118182974753,5.11384563317882
"163",163,4.5394862910727,3.98137934842319,5.0975932337222,4.02496573415338,5.12628072816812
"164",164,4.56012373487464,4.00832290065825,5.11192456909104,4.0274627746834,5.14460596786534
"165",165,4.54055841612985,3.98913336663729,5.09198346562241,4.01827256035931,5.12620154475979
"166",166,4.54046036116969,3.99617503113974,5.08474569119964,3.99822985273559,5.12388551268174
"167",167,4.57364905483927,4.04711893890258,5.10017917077595,4.09331779097169,5.122135150897
"168",168,4.54891376061285,4.00818538054069,5.08964214068501,4.00323418716897,5.09840418526377
"169",169,4.56568206637778,4.04000594897816,5.09135818377739,4.0734226859245,5.12497987742443
"170",170,4.5491722727347,4.04494099882073,5.05340354664867,4.06810200601319,5.06311374250196
"171",171,4.53381250611149,4.03140375367886,5.03622125854412,4.0695589585431,5.04951790599277
"172",172,4.54508492230246,4.01741165293934,5.07275819166557,4.03926765267745,5.10258126254243
"173",173,4.55315900888518,4.05182237666642,5.05449564110393,4.06807076938427,5.05668525260305
"174",174,4.55601854645814,4.06376897397267,5.0482681189436,4.0791141247167,5.08157099697885
"175",175,4.54506508879421,4.06401986383826,5.02611031375015,4.08775039147548,5.03621968290717
"176",176,4.54912698270751,4.05404438392768,5.04420958148735,4.03751279661862,5.038427456295
"177",177,4.56014094884531,4.06984979913689,5.05043209855372,4.07240348368647,5.04911492053968
"178",178,4.54083937771052,4.06119142475971,5.02048733066133,4.0661175038172,5.02127593366208
"179",179,4.55554782079134,4.07531670439367,5.035778937189,4.10726761799007,5.04670105218136
"180",180,4.55562456156271,4.07314374826829,5.03810537485714,4.09499376925871,5.05306499221915
"181",181,4.56609590625551,4.09317855487787,5.03901325763315,4.12344793935721,5.09597455793348
"182",182,4.54645600534874,4.09304439864691,4.99986761205058,4.12284920799679,5.0265563736848
"183",183,4.54331922950496,4.08537434172499,5.00126411728494,4.08549417761069,4.98285196829754
"184",184,4.55912864028029,4.11590398854624,5.00235329201435,4.14571786421253,5.0321046373365
"185",185,4.57232035488272,4.10967587025462,5.03496483951082,4.1328801480028,5.03686592727747
"186",186,4.54733418042633,4.10359970281101,4.99106865804165,4.13822803470787,4.9938655736205
"187",187,4.54620019031068,4.10053622685597,4.99186415376538,4.10578842315369,5.0064427212472
"188",188,4.56365333468317,4.12505765798299,5.00224901138336,4.14145447216601,5.01475595913734
"189",189,4.55785360393703,4.11876417326869,4.99694303460538,4.12625620884833,5.03900468018628
"190",190,4.55772948230529,4.12857711165158,4.98688185295901,4.15800416338128,5.01253133774569
"191",191,4.55182450989366,4.13647384375602,4.96717517603131,4.14686420730954,4.99815044283438
"192",192,4.54228998526411,4.13641407053675,4.94816589999148,4.15315203216698,4.95753737787636
"193",193,4.5630288460893,4.14724132086026,4.97881637131833,4.15853092527787,4.99922829510794
"194",194,4.53931745106102,4.1270541501235,4.95158075199854,4.14493392070485,4.96651469908307
"195",195,4.54839230553248,4.15656720816464,4.94021740290032,4.16060328426823,4.96351606897458
"196",196,4.55525531779363,4.16039329446767,4.95011734111959,4.1819706053139,4.95067515796475
"197",197,4.54181587961747,4.1621005074643,4.92153125177065,4.1815311892425,4.92578156760409
"198",198,4.55545081490208,4.16702863474225,4.94387299506192,4.18667236223836,4.94129658754315
"199",199,4.5642663137779,4.19353355177013,4.93499907578567,4.20790345170139,4.9421866803462
"200",200,4.55175395397244,4.17158573541687,4.93192217252801,4.19104900751767,4.95552428933252
"201",201,4.54995376041956,4.18159010766535,4.91831741317377,4.19045354079417,4.94201834862385
"202",202,4.55815189158658,4.1761859645356,4.94011781863756,4.20291540532903,4.96885636895117
"203",203,4.55993669460567,4.19206364109488,4.92780974811647,4.21136008164091,4.96916055908159
"204",204,4.54443769879895,4.18954411356164,4.89933128403626,4.20531424572678,4.91105093333316
"205",205,4.56080102948468,4.20562364332534,4.91597841564402,4.22825005944691,4.9273068355024
"206",206,4.55415170281049,4.20328429495532,4.90501911066565,4.204060812122,4.89802516425377
"207",207,4.56142339626491,4.21476154952298,4.90808524300684,4.22282448014191,4.91449611991459
"208",208,4.5663532055312,4.22136271995731,4.91134369110509,4.22902675953079,4.9086102879873
"209",209,4.56042741182273,4.23110350586113,4.88975131778433,4.23470673776054,4.88992879995284
"210",210,4.55484502024021,4.21255790219307,4.89713213828736,4.21926799425486,4.92190247195244
"211",211,4.54601755682935,4.23259764807575,4.85943746558294,4.22911975856333,4.86095494077595
"212",212,4.5521486657106,4.21807006394359,4.88622726747761,4.23568533336073,4.89906256812732
"213",213,4.55954272973571,4.25870838387543,4.86037707559599,4.2667507137513,4.85905537110421
"214",214,4.55973678966587,4.25196485302279,4.86750872630895,4.26078672950598,4.87502661273153
"215",215,4.55952402270967,4.26079087372347,4.85825717169586,4.25830827989672,4.84290041781028
"216",216,4.55205359473786,4.25492112456915,4.84918606490658,4.25148418658254,4.83790192096145
"217",217,4.55635715105844,4.25215633774012,4.86055796437677,4.2540563544899,4.8671556087905
"218",218,4.55951336419002,4.27018064568686,4.84884608269317,4.27907063545127,4.84153263505492
"219",219,4.5651297501823,4.27132471216856,4.85893478819603,4.27864135266741,4.85978752025508
"220",220,4.55706604768875,4.27265577680563,4.84147631857186,4.28920214046932,4.85366310437437
"221",221,4.5616193876799,4.28572716313756,4.83751161222225,4.28011202455228,4.83531172338739
"222",222,4.55574267071436,4.28991771548868,4.82156762594004,4.31026492220357,4.84792445406256
"223",223,4.55729832047181,4.2929494522334,4.82164718871022,4.29401606078922,4.83702790451786
"224",224,4.55806837952075,4.30209532147764,4.81404143756386,4.29434626016168,4.81272256271171
"225",225,4.55481691961051,4.3073131182821,4.80232072093891,4.30080579350338,4.81546656520498
"226",226,4.55849232050037,4.31499211092828,4.80199253007246,4.31239446133063,4.80308444611623
"227",227,4.55900689638501,4.31229135308952,4.8057224396805,4.32397279824883,4.80732544944296
"228",228,4.5634127613469,4.32862971661095,4.79819580608285,4.3261777121438,4.78766613912692
"229",229,4.56238495647874,4.32821647992036,4.79655343303712,4.33988525644827,4.79309383944913
"230",230,4.56274174579815,4.3386183552763,4.78686513632,4.33960484450057,4.78397513557964
"231",231,4.56586808349044,4.34592034297781,4.78581582400306,4.33439877462295,4.78025232634239
"232",232,4.55994407236343,4.35207673372625,4.76781141100061,4.34976563762728,4.77756080241434
"233",233,4.55913023606951,4.35282979914031,4.76543067299871,4.35599632787097,4.76428258007898
"234",234,4.56393255331014,4.36232905203421,4.76553605458608,4.37348242811502,4.78220429265881
"235",235,4.55618964967227,4.36688882958354,4.745490469761,4.36998276144269,4.74321370784268
"236",236,4.56604278881744,4.37903063890771,4.75305493872718,4.3765347482939,4.75304981157579
"237",237,4.55900957543031,4.37865998204011,4.7393591688205,4.37618573207587,4.73562404688783
"238",238,4.55839505791808,4.38583094253421,4.73095917330196,4.38753857646318,4.73931032498194
"239",239,4.56177619060968,4.39785274212491,4.72569963909445,4.39620578562825,4.71809236200509
"240",240,4.5638032912582,4.41139193339446,4.71621464912194,4.41512948616568,4.7143558683909
"241",241,4.56748130422616,4.4205209807141,4.71444162773822,4.42722605927244,4.71857990088553
"242",242,4.56468853744396,4.42904745899822,4.7003296158897,4.43054116970275,4.69488536155203
"243",243,4.56165775531852,4.43856114936453,4.6847543612725,4.44744879567789,4.68531302070936
"244",244,4.56138164382942,4.43932627616681,4.68343701149203,4.43833145338324,4.68050314465409
"245",245,4.56254194591353,4.45363504271878,4.67144884910828,4.45386787406866,4.67666536813401
"246",246,4.56316073013875,4.46827518976832,4.65804627050919,4.46942392909897,4.64864034413888
"247",247,4.56200424695465,4.47772646854836,4.64628202536094,4.47508078030963,4.64476589265322
"248",248,4.56415136498141,4.49528397674958,4.63301875321325,4.49722140976894,4.61741741741742
"249",249,4.56189363779167,4.51353126405612,4.61025601152721,4.52727272727273,4.59028651810173
"250",250,4.5633761682243,4.5633761682243,4.5633761682243,4.5633761682243,4.5633761682243
